Darwin;30.9
Rostov-on-Don;10.4
Aden;40.0
Albuquerque;-5.8
Almaty;19.5
Lusaka;11.4
Frankfurt;-8.3
Dampier;30.3
Antsiranana;27.4
Libreville;25.0
Skopje;14.0
Charlotte;5.8
Tripoli;16.1
Porto;21.8
Veracruz;23.0
Montreal;16.6
Harbin;-4.5
Garissa;28.1
Lubumbashi;16.4
Baghdad;15.5
Napoli;23.8
Tripoli;31.0
Praia;20.5
Sochi;29.3
Louisville;-4.6
Lagos;21.4
Yakutsk;-5.9
Jerusalem;29.6
Abéché;31.3
Ho Chi Minh City;46.4
Dampier;33.6
Anadyr;-7.7
Indianapolis;3.1
Monterrey;24.4
Aden;32.6
Napier;11.3
Berlin;7.9
Hamilton;-6.6
Milwaukee;11.6
Dallas;9.0
Whitehorse;4.6
Bangkok;39.7
Dar es Salaam;10.8
Kuwait City;24.0
Da Nang;20.6
Split;20.6
Murmansk;-8.4
Timbuktu;27.2
Maputo;28.4
Wau;14.9
Livingstone;20.0
Santo Domingo;32.4
Hamilton;7.4
Fianarantsoa;27.3
Kampala;28.6
Mexicali;28.9
Louisville;8.3
Louisville;5.1
Bangkok;22.6
Tirana;23.1
Niamey;28.8
Rostov-on-Don;10.3
Karonga;27.0
Nassau;38.7
Garoua;32.8
Tehran;19.3
Ouagadougou;24.5
Bilbao;15.1
Sacramento;35.7
Reggane;13.4
Ljubljana;2.1
Ljubljana;3.7
Wellington;6.5
Pyongyang;21.9
Honiara;32.9
Sokoto;17.9
Tallinn;8.2
Kathmandu;19.6
Gjoa Haven;-23.8
Tallinn;-20.0
Roseau;29.9
Beirut;18.2
Saskatoon;-0.1
Columbus;16.2
Heraklion;11.0
Thiès;30.4
Omaha;-1.1
Busan;14.5
Gabès;0.5
Johannesburg;17.1
St. John's;7.3
Indianapolis;-1.6
Fukuoka;17.3
Port Moresby;36.3
Erbil;17.2
Zanzibar City;33.9
Heraklion;0.1
Kolkata;20.6
Kolkata;34.2
San Salvador;13.5
Marrakesh;24.6
Erzurum;-14.9
Ségou;42.0
Tromsø;-5.7
Kuopio;-19.4
Hiroshima;15.8
Dampier;27.7
San José;21.1
Tel Aviv;15.4
Chicago;10.7
Toliara;33.3
Oslo;9.8
Dakar;4.7
Sochi;-0.7
Alice Springs;3.8
Tijuana;-1.6
Toluca;23.6
Panama City;27.6
Yinchuan;25.0
San Francisco;6.0
Hobart;16.5
Andorra la Vella;12.5
Almaty;3.9
Palermo;30.3
Banjul;26.6
Kingston;51.2
Muscat;59.0
Palermo;20.8
Timbuktu;16.6
San Juan;18.8
Palm Springs;22.2
Abéché;29.4
Garissa;43.5
Milan;14.1
Zagreb;6.4
Nuuk;18.6
Fianarantsoa;6.8
Kunming;0.8
Heraklion;13.7
Helsinki;-4.2
Baltimore;18.0
Riyadh;11.6
Milan;10.2
Baltimore;14.7
Kyiv;-9.0
Lubumbashi;19.3
Toamasina;18.3
Montreal;12.5
Aden;40.6
Dakar;9.4
Port Vila;42.0
Durban;37.5
Toronto;7.6
Kathmandu;19.3
Skopje;32.1
Lubumbashi;13.2
Kankan;29.1
La Ceiba;24.7
Cairo;23.7
Kinshasa;40.6
Nuuk;-2.6
Columbus;-8.0
Cotonou;24.8
Vancouver;8.6
Thessaloniki;10.4
Lake Tekapo;10.1
Hobart;18.0
Garoua;43.8
Saskatoon;4.7
Oslo;26.8
Palermo;33.8
Kingston;28.4
Marrakesh;33.8
Darwin;10.0
Rome;4.0
Chiang Mai;15.9
Dhaka;32.9
Berlin;7.2
Changsha;17.0
Skopje;22.1
İzmir;30.9
Anchorage;-11.3
Hong Kong;21.0
Vilnius;4.1
Vientiane;23.1
Nuuk;-11.1
Almaty;11.1
Reykjavík;0.3
Amsterdam;12.4
Jakarta;9.7
Burnie;11.3
Phoenix;18.3
Nouadhibou;11.5
Brazzaville;32.2
Tokyo;16.8
Palmerston North;1.8
Stockholm;11.6
Vancouver;12.3
Erzurum;-3.1
Malabo;22.1
Abéché;14.0
Cairns;30.7
N'Djamena;31.8
Luanda;36.1
Tehran;33.6
Tbilisi;21.9
Tampa;8.9
Entebbe;21.1
Darwin;26.7
Washington, D.C.;13.4
Nicosia;26.1
Chicago;2.1
Gjoa Haven;-11.1
Abidjan;12.0
Tampa;25.5
Maun;20.1
Suwałki;1.7
Lomé;41.8
San Diego;27.0
Sapporo;18.7
Erbil;24.3
Tehran;-5.6
Dakar;16.3
Roseau;15.5
Nairobi;18.4
Split;28.9
Nakhon Ratchasima;35.1
Ndola;26.3
Toronto;-7.6
Vienna;9.3
Memphis;31.2
Kuopio;4.9
Houston;19.0
Oklahoma City;31.8
Madrid;0.2
Accra;16.3
Guatemala City;20.2
Seville;11.6
Timbuktu;18.5
San Antonio;29.3
Chiang Mai;39.1
Flores,  Petén;47.6
Saint Petersburg;15.5
Xi'an;9.2
Mombasa;35.4
Darwin;35.3
Sokoto;32.0
Chișinău;15.5
Niamey;27.6
Irkutsk;-12.8
Hanoi;24.4
Phnom Penh;20.6
Gaborone;17.3
Port Moresby;28.2
Upington;18.0
Dushanbe;10.5
Kuwait City;39.0
Tamanrasset;29.8
Gaborone;25.8
Makurdi;30.8
Ouagadougou;14.9
Port Moresby;25.6
Amsterdam;2.4
Kyiv;10.4
Hong Kong;18.2
Mango;25.5
Belize City;47.8
Antsiranana;31.3
Dallas;26.0
Singapore;26.1
Monaco;16.0
Nakhon Ratchasima;25.9
Washington, D.C.;6.3
Auckland;25.4
Abha;7.0
New Delhi;35.3
Palermo;21.2
Hanoi;20.3
Perth;6.5
Boise;17.1
Dubai;20.2
Albuquerque;14.8
Seville;13.5
Edmonton;10.3
Erzurum;8.9
Tehran;-1.6
Los Angeles;7.8
Yerevan;15.8
Tabora;25.1
Shanghai;25.4
Upington;6.1
Tirana;21.7
Mumbai;28.8
Lake Tekapo;14.4
Damascus;27.5
Mango;20.7
Jayapura;28.5
Kinshasa;31.5
Beirut;31.8
Zürich;-3.9
Khartoum;25.0
Guadalajara;19.5
Napoli;12.8
Phoenix;34.5
Columbus;11.9
Dublin;25.5
Kyiv;2.6
Marseille;3.4
Jos;16.3
Tijuana;16.1
Yellowknife;-3.3
Bordeaux;-0.6
Mogadishu;28.8
Nouadhibou;24.1
Bulawayo;18.1
Zürich;-2.4
Willemstad;35.9
Ouagadougou;2.9
Conakry;24.2
Frankfurt;11.9
Seoul;11.8
Kano;31.7
Vaduz;32.6
Bratislava;9.1
Conakry;34.1
Bordeaux;13.5
Mumbai;31.7
Mexico City;1.5
Cairo;11.5
Launceston;15.7
Fairbanks;3.4
Sana'a;23.6
Ürümqi;-11.2
Sacramento;24.5
Fukuoka;41.5
Sofia;11.6
Boston;-8.4
Karachi;28.5
Helsinki;-0.7
Iqaluit;18.7
Canberra;14.7
Palmerston North;10.3
El Paso;14.3
Harbin;6.6
Harbin;7.2
Suva;25.6
Perth;17.9
Chiang Mai;32.7
Vientiane;33.3
San Francisco;31.3
Abidjan;24.6
Taipei;25.5
Napoli;26.9
Tamanrasset;37.4
Praia;27.5
Amsterdam;13.1
City of San Marino;17.1
Aden;37.3
Vancouver;9.6
Bloemfontein;26.2
Addis Ababa;25.6
Moscow;2.2
Benghazi;34.8
Hobart;22.0
Napier;29.1
New Delhi;26.5
Memphis;31.8
Bulawayo;15.7
Ashgabat;12.3
Lagos;16.2
Chișinău;-3.8
Vientiane;19.2
Juba;12.0
Columbus;8.0
Abha;9.8
Saint-Pierre;28.9
Antsiranana;26.4
New York City;18.7
Vancouver;3.9
Saint Petersburg;11.1
Dallas;29.8
Ndola;17.7
Valletta;20.2
Bishkek;24.5
Shanghai;32.8
Boise;-4.5
Boise;8.2
Ségou;39.1
Jacksonville;20.2
Hargeisa;6.5
Changsha;32.4
Singapore;35.8
Auckland;12.7
Milwaukee;7.4
Memphis;23.2
Bridgetown;37.4
Bishkek;33.1
Hanoi;19.9
Sarajevo;15.6
Dallas;18.0
Ljubljana;7.5
Lhasa;-2.8
Singapore;48.3
Tirana;18.2
Palm Springs;21.4
Beijing;18.5
Lahore;25.1
Indianapolis;6.3
Dikson;-6.7
Vaduz;16.2
El Paso;8.9
Vladivostok;13.9
Willemstad;24.6
Libreville;18.5
Yinchuan;25.3
Sapporo;24.9
Luxembourg City;7.9
La Paz;19.4
Boise;11.2
Mek'ele;19.2
Yakutsk;1.4
Ouarzazate;14.8
Marseille;15.1
Milwaukee;30.0
Lodwar;29.9
Las Vegas;7.3
Mango;33.4
Khartoum;31.2
Moscow;15.6
Jacksonville;19.1
Austin;27.1
Yinchuan;-5.4
Luxembourg City;10.0
Beirut;16.2
Fukuoka;48.5
Charlotte;26.7
Bridgetown;32.3
Chittagong;43.2
Niamey;16.6
Libreville;41.6
Edinburgh;12.4
Podgorica;26.9
Port Vila;13.8
Mexico City;23.4
Marseille;17.2
Alice Springs;33.7
Fukuoka;34.8
Melbourne;4.5
Pointe-Noire;34.7
Kyoto;23.0
Napoli;12.6
Abéché;18.9
Bratislava;12.9
Toluca;-5.3
Niamey;28.2
Sofia;16.7
Jacksonville;21.9
Stockholm;-9.3
Dar es Salaam;40.9
Valletta;5.1
Gaborone;-14.2
Tbilisi;23.5
Toluca;16.8
San Salvador;24.9
Durban;17.5
Miami;15.8
Hanoi;27.7
Chiang Mai;33.1
Pyongyang;22.7
Douala;25.3
Khartoum;41.2
Tehran;16.0
Beijing;13.5
Upington;38.9
Marseille;7.4
La Paz;9.5
Mango;7.4
Ljubljana;24.4
Garoua;24.1
Veracruz;20.6
Bosaso;23.0
Sapporo;12.2
Ankara;3.6
Palembang;20.9
Mumbai;39.6
Fukuoka;13.9
Ngaoundéré;-4.8
Copenhagen;8.7
Milwaukee;7.0
Hong Kong;19.2
Philadelphia;9.4
Ürümqi;6.0
Cairns;11.9
Lagos;29.5
Kumasi;26.3
Philadelphia;13.8
Chihuahua;21.5
Erbil;12.1
Hong Kong;25.9
Denpasar;14.7
Havana;1.1
Jayapura;22.4
Gaborone;22.0
Willemstad;20.3
Nicosia;4.7
Odesa;11.0
Yinchuan;18.7
Manama;35.9
Oranjestad;19.9
Riga;-4.7
Chongqing;10.8
Belize City;37.8
Dikson;-18.6
Jos;26.0
Riyadh;28.6
Guatemala City;17.7
Jakarta;29.7
Ahvaz;37.9
Honiara;23.1
Yellowknife;-11.0
Port Vila;20.6
Kolkata;43.8
Detroit;7.2
Hanga Roa;11.9
Zagreb;21.1
Managua;13.6
Napoli;12.7
Wellington;19.4
Halifax;13.0
Tallinn;9.0
Villahermosa;15.4
Tamale;11.1
Edinburgh;3.2
Saskatoon;-5.2
Benghazi;18.1
Kuala Lumpur;25.2
Tegucigalpa;16.3
Dallas;38.5
Yerevan;0.8
Gabès;29.3
New Orleans;33.7
Skopje;2.2
Monterrey;28.0
Johannesburg;1.5
Tirana;20.9
Lomé;15.8
Pontianak;20.1
Charlotte;30.4
Asmara;-7.1
Calgary;1.6
Yinchuan;15.0
Bulawayo;14.1
Dili;34.5
Oranjestad;45.8
Jacksonville;33.6
Vladivostok;20.6
Yellowknife;-3.3
Warsaw;12.0
Lake Havasu City;6.2
Baguio;10.2
Yerevan;4.7
Bloemfontein;15.3
Kyoto;38.1
Hat Yai;38.5
New Delhi;34.4
Austin;31.0
Pointe-Noire;30.1
Helsinki;15.8
Bilbao;13.8
Tromsø;10.8
Porto;7.6
İzmir;23.3
Dar es Salaam;38.5
Bilbao;-9.8
Managua;34.2
Odienné;31.1
Dili;34.7
Zagreb;-1.4
Jakarta;30.6
Amsterdam;16.3
Bamako;20.1
Abidjan;27.9
San Antonio;20.2
Gjoa Haven;-7.7
Reykjavík;18.2
Vienna;11.2
Tauranga;2.5
Mexico City;18.2
Muscat;35.2
Andorra la Vella;17.1
Irkutsk;1.7
N'Djamena;38.0
San Salvador;33.7
Bangui;18.6
Mzuzu;5.7
Edmonton;15.1
Vaduz;16.1
Almaty;13.9
Dolisie;12.1
Luxembourg City;-3.2
Boston;16.4
Sokoto;50.8
Oklahoma City;9.0
Cairns;20.2
Benghazi;35.9
Murmansk;-6.6
Dar es Salaam;13.3
Boise;22.3
Kabul;24.2
Port Vila;11.1
Jayapura;24.8
Timbuktu;29.1
Panama City;29.5
Ottawa;15.4
San Francisco;9.6
New Orleans;6.9
Vientiane;34.8
Jayapura;34.0
Douala;23.7
Tbilisi;2.1
Phnom Penh;41.4
Reykjavík;-2.7
Ho Chi Minh City;30.3
Lyon;25.5
Karonga;27.1
Bulawayo;19.1
Kuopio;-2.7
Yellowknife;-18.9
Pyongyang;1.3
Antananarivo;28.6
Winnipeg;14.3
Ghanzi;27.7
Detroit;-3.2
Yinchuan;20.3
Houston;9.3
Livingstone;31.1
Riyadh;29.2
Odesa;0.2
Benghazi;23.1
Villahermosa;38.2
Wrocław;14.9
Changsha;21.1
Khartoum;23.2
Jacksonville;23.7
Lagos;29.8
Hanga Roa;15.9
Upington;21.3
Ho Chi Minh City;18.7
Melbourne;-0.1
Boston;-0.2
Arkhangelsk;3.6
Dakar;10.3
Hanoi;15.5
Colombo;26.7
Mahajanga;32.1
Pontianak;34.5
Toronto;23.9
Hanga Roa;14.9
Yinchuan;11.8
Mango;46.2
Shanghai;29.2
Bamako;22.7
Sofia;18.8
Chicago;1.5
Halifax;23.5
Roseau;-7.5
Tromsø;8.0
Kankan;35.1
Indianapolis;21.3
Minsk;15.0
Lodwar;34.4
Kano;34.9
Karachi;29.6
Monaco;23.9
Milwaukee;-7.7
Singapore;16.4
Seoul;15.6
Chiang Mai;29.3
Tegucigalpa;32.4
Chicago;2.0
Baguio;17.9
Milwaukee;29.6
Moncton;12.9
Kolkata;24.4
Lusaka;23.3
Naha;32.6
Dubai;43.9
Chihuahua;25.6
Denpasar;13.8
Indianapolis;9.1
Rostov-on-Don;1.6
Edmonton;-7.4
Tbilisi;27.5
Mogadishu;28.4
Chongqing;26.4
Mahajanga;31.9
Dikson;-27.0
Upington;40.9
Mumbai;32.5
Istanbul;16.5
Seville;13.6
Sarajevo;14.6
Nouakchott;26.9
Vilnius;-1.4
Karachi;20.8
Willemstad;11.8
Monterrey;24.3
Budapest;5.6
Parakou;26.7
Tel Aviv;13.4
San José;13.0
Yellowknife;-7.6
Belgrade;32.1
Roseau;33.6
Suva;40.1
Denver;32.2
Tashkent;27.9
Bilbao;14.0
Tashkent;28.8
Vientiane;12.2
San Diego;19.2
Milan;23.7
Miami;28.9
Sarajevo;4.1
Palmerston North;-4.9
Banjul;19.7
Mexicali;16.2
Baghdad;36.0
Albuquerque;-1.4
Yinchuan;-4.0
Pontianak;35.0
Lagos;29.9
Hong Kong;32.2
Baghdad;6.3
Flores,  Petén;19.3
Jerusalem;9.7
Dili;37.5
Nicosia;6.4
Managua;14.3
Dolisie;35.0
Cape Town;21.7
Palembang;38.0
Dushanbe;1.0
Beijing;-9.1
Bujumbura;36.9
San Jose;18.2
Karachi;45.7
Managua;18.9
Ouagadougou;26.2
Pittsburgh;23.1
Toliara;27.1
Brussels;-0.6
Novosibirsk;-9.5
Cracow;14.3
San Juan;8.7
Honolulu;19.6
Harare;25.2
Bujumbura;28.1
Odienné;32.0
Zagreb;19.3
Thiès;30.5
Ljubljana;9.5
Wrocław;3.2
Lyon;4.6
Dikson;-8.3
Oulu;6.3
Ouahigouya;21.7
Yaoundé;13.9
Upington;6.9
Portland {OR};10.9
Khartoum;25.1
Luxembourg City;19.5
Louisville;12.6
Portland {OR};8.7
Toluca;16.5
Ljubljana;-6.2
Antsiranana;28.4
Birao;33.7
Iqaluit;-16.8
Chihuahua;33.7
Birao;24.3
Cotonou;25.0
Moscow;2.3
N'Djamena;29.3
London;21.0
Athens;18.8
Manama;22.7
Dhaka;35.8
Mango;21.4
Jerusalem;14.9
Ségou;28.0
Bratislava;17.5
Ulaanbaatar;1.1
Manila;26.0
Durban;22.3
Denpasar;19.5
Omaha;1.1
Vaduz;16.3
Da Lat;1.8
Parakou;34.5
Luanda;18.6
Durban;15.2
Timbuktu;42.3
Malabo;20.7
Phoenix;11.2
Vienna;-0.5
Columbus;24.2
Dunedin;12.4
Kabul;2.8
Pyongyang;-10.3
Erbil;29.8
Asmara;15.8
El Paso;15.2
Bangkok;28.0
Houston;17.4
Jayapura;32.0
Philadelphia;20.2
Willemstad;23.2
Jakarta;20.5
Athens;16.2
Kyiv;-13.8
Belgrade;30.2
Astana;18.1
Dubai;18.2
George Town;34.7
Detroit;18.0
Kyiv;-11.7
Guangzhou;11.5
Kingston;40.5
Paris;6.7
Garissa;52.8
Da Nang;11.7
Gaborone;6.6
Ifrane;21.9
Dili;23.0
Boston;3.4
Monaco;13.2
Damascus;12.6
Odienné;22.8
Tampa;17.1
Oklahoma City;28.7
Karonga;24.7
Anchorage;-4.6
Colombo;28.0
Fukuoka;26.6
Tabriz;27.5
Toliara;18.5
Saskatoon;10.9
Tokyo;17.8
Hiroshima;8.6
Jayapura;17.6
Tripoli;29.1
Changsha;20.5
Mumbai;30.9
Boston;9.3
Helsinki;16.9
Bloemfontein;24.7
Cracow;20.2
Sarajevo;3.3
Edmonton;-13.0
Ashgabat;1.2
Dhaka;11.6
Pittsburgh;-7.4
Lake Havasu City;10.8
İzmir;23.2
Abéché;30.9
Berlin;-1.2
Sydney;-4.9
San Francisco;11.9
San Salvador;18.1
Bucharest;-6.2
Tashkent;20.4
Monterrey;38.2
Palmerston North;20.7
Chicago;13.0
Gagnoa;25.1
Marseille;27.0
Ségou;45.0
Oulu;9.9
Dushanbe;13.5
Skopje;-7.2
Riyadh;18.2
Minneapolis;-5.3
Honolulu;42.7
Tallinn;4.2
Barcelona;20.7
Toronto;1.0
Lodwar;17.1
Saskatoon;7.6
Yinchuan;-6.0
Gabès;15.1
Johannesburg;25.7
Detroit;10.2
Garoua;27.1
Moncton;5.5
Tabriz;13.2
Santo Domingo;32.6
Antananarivo;15.7
Odienné;6.7
Melbourne;9.2
Gabès;22.7
Minsk;20.8
Suva;14.2
Berlin;2.3
Tabora;25.3
Riyadh;11.7
Chittagong;21.0
Erzurum;-0.3
Gaborone;23.4
N'Djamena;26.8
Tripoli;-0.6
Vladivostok;3.0
Barcelona;6.0
Portland {OR};3.5
Cairo;32.2
Birao;40.8
Oklahoma City;18.5
San José;31.2
Pontianak;40.7
Cracow;10.6
Milwaukee;5.7
Dushanbe;22.6
Melbourne;5.8
Launceston;27.4
Kumasi;42.4
N'Djamena;33.6
La Ceiba;31.8
Port-Gentil;13.0
Wichita;32.8
Cairns;2.0
Bangkok;31.4
Louisville;9.2
Vaduz;1.8
Napier;19.8
Roseau;27.6
Barcelona;37.7
Lodwar;32.7
Batumi;3.9
Gangtok;10.4
Karachi;24.5
Tauranga;2.8
Karachi;33.0
Beirut;21.2
Stockholm;6.0
Nashville;7.8
Zanzibar City;7.4
Abidjan;47.7
Riga;-9.0
Phnom Penh;41.8
Tabora;16.5
Chișinău;-0.8
Abha;0.4
Havana;34.2
Saint Petersburg;-5.7
Suva;24.7
Lake Tekapo;-4.8
Berlin;28.4
Benghazi;10.9
Oslo;20.7
Assab;48.0
Chicago;-6.2
Kansas City;14.2
Kuwait City;12.0
Napoli;20.7
Juba;23.8
Sarajevo;3.2
Algiers;22.3
Hanga Roa;19.3
Petropavlovsk-Kamchatsky;3.9
Tromsø;16.4
Chongqing;11.7
Tripoli;25.4
Benghazi;17.0
Alice Springs;16.0
Tabora;15.6
Manila;24.2
Athens;21.8
Manama;29.3
Denpasar;17.1
Toamasina;16.2
Vancouver;11.6
Prague;-6.7
Kuopio;-1.2
Dakar;14.4
Dunedin;10.9
Erbil;3.4
Moncton;14.0
Boise;9.8
Sarajevo;13.9
Bulawayo;17.6
Phnom Penh;36.9
Vaduz;18.4
Libreville;28.0
Oklahoma City;11.9
Odienné;26.2
Rostov-on-Don;0.7
Maputo;14.8
Marseille;16.8
Gagnoa;29.3
Nicosia;24.5
